,vout (V),,
code,nominal,seed=1,seed=2
60502,7.958344244,6.846007882,7.696905281
60503,7.958631191,6.846229027,7.697181375
60504,7.958918139,6.84652873,7.69749308
60505,7.959205086,6.846749875,7.697769106
60506,7.959492033,6.847118154,7.698132922
60507,7.959778981,6.847339299,7.698408947
60508,7.960065928,6.847412617,7.698498999
60509,7.960352876,6.847633763,7.698775025
60510,7.960639823,6.848002042,7.699138772
60511,7.96092677,6.848223187,7.699414866
60512,7.961213718,6.848524309,7.699685412
60513,7.961500665,6.848745454,7.699961437
60514,7.961787612,6.849113733,7.700325253
60515,7.96207456,6.849334879,7.700601279
60516,7.962361507,6.849408196,7.700691331
60517,7.962648455,6.849629342,7.700967356
60518,7.962935402,6.849997621,7.701331104
60519,7.963222349,6.850218766,7.701607197
60520,7.963509297,6.850518469,7.701918903
60521,7.963796244,6.850739614,7.702194929
60522,7.964083192,6.851107893,7.702558744
60523,7.964370139,6.851329038,7.70283477
60524,7.964657086,6.851402356,7.702924822
60525,7.964944034,6.851623502,7.703200848
60526,7.965230981,6.851991781,7.703564595
60527,7.965517928,6.852212926,7.703840689
60528,7.965804876,6.852584073,7.704179486
60529,7.966091823,6.852805219,7.704455511
60530,7.966378771,6.853173497,7.704819327
60531,7.966665718,6.853394643,7.705095353
60532,7.966952665,6.853467961,7.705185405
60533,7.967239613,6.853689106,7.70546143
60534,7.96752656,6.854057385,7.705825178
60535,7.967813508,6.85427853,7.706101271
60536,7.968100455,6.854578233,7.706412977
60537,7.968387402,6.854799378,7.706689003
60538,7.96867435,6.855167657,7.707052818
60539,7.968961297,6.855388803,7.707328844
60540,7.969248244,6.85546212,7.707418896
60541,7.969535192,6.855683266,7.707694922
60542,7.969822139,6.856051545,7.708058669
60543,7.970109087,6.85627269,7.708334763
60544,7.970396034,6.85554299,7.70742734
60545,7.970682981,6.855764136,7.707703365
60546,7.970969929,6.856132414,7.708067181
60547,7.971256876,6.85635356,7.708343207
60548,7.971543823,6.856426878,7.708433259
60549,7.971830771,6.856648023,7.708709284
60550,7.972117718,6.857016302,7.709073032
60551,7.972404666,6.857237447,7.709349126
60552,7.972691613,6.85753715,7.709660831
60553,7.97297856,6.857758295,7.709936857
60554,7.973265508,6.858126574,7.710300673
60555,7.973552455,6.85834772,7.710576698
60556,7.973839403,6.858421037,7.71066675
60557,7.97412635,6.858642183,7.710942776
60558,7.974413297,6.859010462,7.711306523
60559,7.974700245,6.859231607,7.711582617
60560,7.974987192,6.859602754,7.711921414
60561,7.975274139,6.8598239,7.712197439
60562,7.975561087,6.860192179,7.712561255
60563,7.975848034,6.860413324,7.712837281
60564,7.976134982,6.860486642,7.712927333
60565,7.976421929,6.860707787,7.713203358
60566,7.976708876,6.861076066,7.713567106
60567,7.976995824,6.861297212,7.7138432
60568,7.977282771,6.861596914,7.714154905
60569,7.977569719,6.861818059,7.714430931
60570,7.977856666,6.862186338,7.714794747
60571,7.978143613,6.862407484,7.715070772
60572,7.978430561,6.862480801,7.715160824
60573,7.978717508,6.862701947,7.71543685
60574,7.979004455,6.863070226,7.715800597
60575,7.979291403,6.863291371,7.716076691
60576,7.97957835,6.863592493,7.716347237
60577,7.979865298,6.863813639,7.716623262
60578,7.980152245,6.864181917,7.716987078
60579,7.980439192,6.864403063,7.717263104
60580,7.98072614,6.864476381,7.717353156
60581,7.981013087,6.864697526,7.717629181
60582,7.981300034,6.865065805,7.717992929
60583,7.981586982,6.86528695,7.718269022
60584,7.981873929,6.865586653,7.718580728
60585,7.982160877,6.865807798,7.718856754
60586,7.982447824,6.866176077,7.719220569
60587,7.982734771,6.866397223,7.719496595
60588,7.983021719,6.86647054,7.719586647
60589,7.983308666,6.866691686,7.719862673
60590,7.983595614,6.867059965,7.72022642
60591,7.983882561,6.86728111,7.720502514
60592,7.984169508,6.867652257,7.720841311
60593,7.984456456,6.867873403,7.721117336
60594,7.984743403,6.868241682,7.721481152
60595,7.98503035,6.868462827,7.721757178
60596,7.985317298,6.868536145,7.72184723
60597,7.985604245,6.86875729,7.722123255
60598,7.985891193,6.869125569,7.722487003
60599,7.98617814,6.869346715,7.722763096
60600,7.986465087,6.869646417,7.723074802
60601,7.986752035,6.869867562,7.723350828
60602,7.987038982,6.870235841,7.723714643
60603,7.98732593,6.870456987,7.723990669
60604,7.987612877,6.870530305,7.724080721
60605,7.987899824,6.87075145,7.724356747
60606,7.988186772,6.871119729,7.724720494
60607,7.988473719,6.871340874,7.724996588
60608,7.988760666,6.871642357,7.72568711
60609,7.989047614,6.871863502,7.725963135
60610,7.989334561,6.872231781,7.726326951
60611,7.989621509,6.872452927,7.726602977
60612,7.989908456,6.872526245,7.726693029
60613,7.990195403,6.87274739,7.726969054
60614,7.990482351,6.873115669,7.727332802
60615,7.990769298,6.873336814,7.727608896
60616,7.991056245,6.873636517,7.727920601
60617,7.991343193,6.873857662,7.728196627
60618,7.99163014,6.874225941,7.728560443
60619,7.991917088,6.874447086,7.728836468
60620,7.992204035,6.874520404,7.72892652
60621,7.992490982,6.87474155,7.729202546
60622,7.99277793,6.875109829,7.729566293
60623,7.993064877,6.875330974,7.729842387
60624,7.993351825,6.875702121,7.730181184
60625,7.993638772,6.875923267,7.730457209
60626,7.993925719,6.876291545,7.730821025
60627,7.994212667,6.876512691,7.731097051
60628,7.994499614,6.876586009,7.731187103
60629,7.994786561,6.876807154,7.731463128
60630,7.995073509,6.877175433,7.731826876
60631,7.995360456,6.877396578,7.73210297
60632,7.995647404,6.877696281,7.732414675
60633,7.995934351,6.877917426,7.732690701
60634,7.996221298,6.878285705,7.733054517
60635,7.996508246,6.878506851,7.733330542
60636,7.996795193,6.878580168,7.733420594
60637,7.997082141,6.878801314,7.73369662
60638,7.997369088,6.879169593,7.734060367
60639,7.997656035,6.879390738,7.734336461
60640,7.997942983,6.87969186,7.734607007
60641,7.99822993,6.879913005,7.734883032
60642,7.998516877,6.880281284,7.735246848
60643,7.998803825,6.88050243,7.735522874
60644,7.999090772,6.880575748,7.735612926
60645,7.99937772,6.880796893,7.735888951
60646,7.999664667,6.881165172,7.736252698
60647,7.999951614,6.881386317,7.736528792
60648,8.000238562,6.88168602,7.736840498
60649,8.000525509,6.881907165,7.737116524
60650,8.000812456,6.882275444,7.737480339
60651,8.001099404,6.88249659,7.737756365
60652,8.001386351,6.882569907,7.737846417
60653,8.001673299,6.882791053,7.738122443
60654,8.001960246,6.883159332,7.73848619
60655,8.002247193,6.883380477,7.738762284
60656,8.002534141,6.883751624,7.739101081
60657,8.002821088,6.88397277,7.739377106
60658,8.003108036,6.884341049,7.739740922
60659,8.003394983,6.884562194,7.740016948
60660,8.00368193,6.884635512,7.740107
60661,8.003968878,6.884856657,7.740383025
60662,8.004255825,6.885224936,7.740746772
60663,8.004542772,6.885446082,7.741022866
60664,8.00482972,6.885745784,7.741334572
60665,8.005116667,6.885966929,7.741610598
60666,8.005403615,6.886335208,7.741974413
60667,8.005690562,6.886556354,7.742250439
60668,8.005977509,6.886629671,7.742340491
60669,8.006264457,6.886850817,7.742616517
60670,8.006551404,6.887219096,7.742980264
60671,8.006838351,6.887440241,7.743256358
60672,8.007125299,6.886414381,7.744459615
60673,8.007412246,6.886635527,7.744735641
60674,8.007699194,6.887003806,7.745099456
60675,8.007986141,6.887224951,7.745375482
60676,8.008273088,6.887298269,7.745465534
60677,8.008560036,6.887519414,7.74574156
60678,8.008846983,6.887887693,7.746105307
60679,8.009133931,6.888108839,7.746381401
60680,8.009420878,6.888408541,7.746693107
60681,8.009707825,6.888629687,7.746969132
60682,8.009994773,6.888997965,7.747332948
60683,8.01028172,6.889219111,7.747608974
60684,8.010568667,6.889292429,7.747699026
60685,8.010855615,6.889513574,7.747975051
60686,8.011142562,6.889881853,7.748338798
60687,8.01142951,6.890102999,7.748614892
60688,8.011716457,6.890474146,7.748953689
60689,8.012003404,6.890695291,7.749229715
60690,8.012290352,6.89106357,7.74959353
60691,8.012577299,6.891284715,7.749869556
60692,8.012864246,6.891358033,7.749959608
60693,8.013151194,6.891579179,7.750235634
60694,8.013438141,6.891947457,7.750599381
60695,8.013725089,6.892168603,7.750875475
60696,8.014012036,6.892468305,7.751187181
60697,8.014298983,6.892689451,7.751463206
60698,8.014585931,6.89305773,7.751827022
60699,8.014872878,6.893278875,7.752103048
60700,8.015159826,6.893352193,7.7521931
60701,8.015446773,6.893573338,7.752469125
60702,8.01573372,6.893941617,7.752832872
60703,8.016020668,6.894162763,7.753108966
60704,8.016307615,6.894463885,7.753379512
60705,8.016594562,6.89468503,7.753655538
60706,8.01688151,6.895053309,7.754019353
60707,8.017168457,6.895274454,7.754295379
60708,8.017455405,6.895347772,7.754385431
60709,8.017742352,6.895568918,7.754661457
60710,8.018029299,6.895937196,7.755025204
60711,8.018316247,6.896158342,7.755301298
60712,8.018603194,6.896458044,7.755613004
60713,8.018890142,6.89667919,7.755889029
60714,8.019177089,6.897047469,7.756252845
60715,8.019464036,6.897268614,7.75652887
60716,8.019750984,6.897341932,7.756618922
60717,8.020037931,6.897563077,7.756894948
60718,8.020324878,6.897931356,7.757258695
60719,8.020611826,6.898152502,7.757534789
60720,8.020898773,6.898523649,7.757873586
60721,8.021185721,6.898744794,7.758149612
60722,8.021472668,6.899113073,7.758513427
60723,8.021759615,6.899334218,7.758789453
60724,8.022046563,6.899407536,7.758879505
60725,8.02233351,6.899628682,7.759155531
60726,8.022620457,6.899996961,7.759519277
60727,8.022907405,6.900218106,7.759795372
60728,8.023194352,6.900517808,7.760107077
60729,8.0234813,6.900738954,7.760383103
60730,8.023768247,6.901107233,7.760746919
60731,8.024055194,6.901328378,7.761022944
60732,8.024342142,6.901401696,7.761112996
60733,8.024629089,6.901622841,7.761389022
60734,8.024916037,6.90199112,7.761752769
60735,8.025202984,6.902212266,7.762028863
60736,8.025489931,6.902513748,7.762719385
60737,8.025776879,6.902734894,7.762995411
60738,8.026063826,6.903103173,7.763359226
60739,8.026350773,6.903324318,7.763635252
60740,8.026637721,6.903397636,7.763725304
60741,8.026924668,6.903618781,7.76400133
60742,8.027211616,6.90398706,7.764365077
60743,8.027498563,6.904208206,7.764641171
60744,8.02778551,6.904507908,7.764952877
60745,8.028072458,6.904729054,7.765228902
60746,8.028359405,6.905097332,7.765592718
60747,8.028646352,6.905318478,7.765868743
60748,8.0289333,6.905391796,7.765958796
60749,8.029220247,6.905612941,7.766234821
60750,8.029507195,6.90598122,7.766598568
60751,8.029794142,6.906202365,7.766874662
60752,8.030081089,6.906573513,7.767213459
60753,8.030368037,6.906794658,7.767489485
60754,8.030654984,6.907162937,7.7678533
60755,8.030941932,6.907384082,7.768129326
60756,8.031228879,6.9074574,7.768219378
60757,8.031515826,6.907678546,7.768495404
60758,8.031802774,6.908046824,7.768859151
60759,8.032089721,6.90826797,7.769135245
60760,8.032376668,6.908567672,7.769446951
60761,8.032663616,6.908788818,7.769722976
60762,8.032950563,6.909157097,7.770086792
60763,8.033237511,6.909378242,7.770362817
60764,8.033524458,6.90945156,7.77045287
60765,8.033811405,6.909672705,7.770728895
60766,8.034098353,6.910040984,7.771092642
60767,8.0343853,6.91026213,7.771368736
60768,8.034672247,6.910563251,7.771639282
60769,8.034959195,6.910784397,7.771915308
60770,8.035246142,6.911152676,7.772279123
60771,8.03553309,6.911373821,7.772555149
60772,8.035820037,6.911447139,7.772645201
60773,8.036106984,6.911668284,7.772921226
60774,8.036393932,6.912036563,7.773284973
60775,8.036680879,6.912257709,7.773561068
60776,8.036967827,6.912557411,7.773872773
60777,8.037254774,6.912778557,7.774148799
60778,8.037541721,6.913146835,7.774512615
60779,8.037828669,6.913367981,7.77478864
60780,8.038115616,6.913441299,7.774878692
60781,8.038402563,6.913662444,7.775154718
60782,8.038689511,6.914030723,7.775518465
60783,8.038976458,6.914251868,7.775794559
60784,8.039263406,6.914623016,7.776133356
60785,8.039550353,6.914844161,7.776409382
60786,8.0398373,6.91521244,7.776773197
60787,8.040124248,6.915433585,7.777049223
60788,8.040411195,6.915506903,7.777139275
60789,8.040698142,6.915728049,7.7774153
60790,8.04098509,6.916096327,7.777779047
60791,8.041272037,6.916317473,7.778055142
60792,8.041558985,6.916617175,7.778366847
60793,8.041845932,6.916838321,7.778642873
60794,8.042132879,6.9172066,7.779006689
60795,8.042419827,6.917427745,7.779282714
60796,8.042706774,6.917501063,7.779372766
60797,8.042993721,6.917722208,7.779648792
60798,8.043280669,6.918090487,7.780012539
60799,8.043567616,6.918311633,7.780288633
60800,8.043854564,6.917581932,7.77938121
60801,8.044141511,6.917803078,7.779657235
60802,8.044428458,6.918171357,7.780021051
60803,8.044715406,6.918392502,7.780297077
60804,8.045002353,6.91846582,7.780387129
60805,8.045289301,6.918686965,7.780663154
60806,8.045576248,6.919055244,7.781026901
60807,8.045863195,6.91927639,7.781302996
60808,8.046150143,6.919576092,7.781614701
60809,8.04643709,6.919797238,7.781890727
60810,8.046724037,6.920165516,7.782254543
60811,8.047010985,6.920386662,7.782530568
60812,8.047297932,6.92045998,7.78262062
60813,8.04758488,6.920681125,7.782896646
60814,8.047871827,6.921049404,7.783260393
60815,8.048158774,6.921270549,7.783536487
60816,8.048445722,6.921641697,7.783875284
60817,8.048732669,6.921862842,7.784151309
60818,8.049019616,6.922231121,7.784515125
60819,8.049306564,6.922452266,7.784791151
60820,8.049593511,6.922525584,7.784881203
60821,8.049880459,6.92274673,7.785157228
60822,8.050167406,6.923115008,7.785520975
60823,8.050454353,6.923336154,7.78579707
60824,8.050741301,6.923635856,7.786108775
60825,8.051028248,6.923857002,7.786384801
60826,8.051315196,6.924225281,7.786748616
60827,8.051602143,6.924446426,7.787024642
60828,8.05188909,6.924519744,7.787114694
60829,8.052176038,6.924740889,7.78739072
60830,8.052462985,6.925109168,7.787754467
60831,8.052749932,6.925330314,7.788030561
60832,8.05303688,6.925631435,7.788301107
60833,8.053323827,6.925852581,7.788577132
60834,8.053610775,6.92622086,7.788940948
60835,8.053897722,6.926442005,7.789216973
60836,8.054184669,6.926515323,7.789307025
60837,8.054471617,6.926736468,7.789583051
60838,8.054758564,6.927104747,7.789946798
60839,8.055045511,6.927325893,7.790222892
60840,8.055332459,6.927625595,7.790534598
60841,8.055619406,6.927846741,7.790810624
60842,8.055906354,6.928215019,7.791174439
60843,8.056193301,6.928436165,7.791450465
60844,8.056480248,6.928509483,7.791540517
60845,8.056767196,6.928730628,7.791816543
60846,8.057054143,6.929098907,7.792180289
60847,8.057341091,6.929320052,7.792456384
60848,8.057628038,6.9296912,7.792795181
60849,8.057914985,6.929912345,7.793071206
60850,8.058201933,6.930280624,7.793435022
60851,8.05848888,6.930501769,7.793711047
60852,8.058775827,6.930575087,7.793801099
60853,8.059062775,6.930796233,7.794077125
60854,8.059349722,6.931164512,7.794440872
60855,8.05963667,6.931385657,7.794716966
60856,8.059923617,6.931685359,7.795028672
60857,8.060210564,6.931906505,7.795304698
60858,8.060497512,6.932274784,7.795668513
60859,8.060784459,6.932495929,7.795944539
60860,8.061071406,6.932569247,7.796034591
60861,8.061358354,6.932790392,7.796310617
60862,8.061645301,6.933158671,7.796674363
60863,8.061932249,6.933379817,7.796950458
60864,8.062219196,6.933681299,7.79764098
60865,8.062506143,6.933902445,7.797917005
60866,8.062793091,6.934270724,7.798280821
60867,8.063080038,6.934491869,7.798556847
60868,8.063366985,6.934565187,7.798646899
60869,8.063653933,6.934786332,7.798922924
60870,8.06394088,6.935154611,7.799286671
60871,8.064227828,6.935375757,7.799562765
60872,8.064514775,6.935675459,7.799874471
60873,8.064801722,6.935896604,7.800150497
60874,8.06508867,6.936264883,7.800514312
60875,8.065375617,6.936486029,7.800790338
60876,8.065662565,6.936559347,7.80088039
60877,8.065949512,6.936780492,7.801156416
60878,8.066236459,6.937148771,7.801520162
60879,8.066523407,6.937369916,7.801796257
60880,8.066810354,6.937741063,7.802135054
60881,8.067097301,6.937962209,7.802411079
60882,8.067384249,6.938330488,7.802774895
60883,8.067671196,6.938551633,7.803050921
60884,8.067958144,6.938624951,7.803140973
60885,8.068245091,6.938846096,7.803416998
60886,8.068532038,6.939214375,7.803780745
60887,8.068818986,6.939435521,7.804056839
60888,8.069105933,6.939735223,7.804368545
60889,8.06939288,6.939956369,7.804644571
60890,8.069679828,6.940324647,7.805008386
60891,8.069966775,6.940545793,7.805284412
60892,8.070253723,6.940619111,7.805374464
60893,8.07054067,6.940840256,7.80565049
60894,8.070827617,6.941208535,7.806014236
60895,8.071114565,6.94142968,7.806290331
60896,8.071401512,6.941730802,7.806560876
60897,8.07168846,6.941951948,7.806836902
60898,8.071975407,6.942320227,7.807200718
60899,8.072262354,6.942541372,7.807476743
60900,8.072549302,6.94261469,7.807566795
60901,8.072836249,6.942835835,7.807842821
60902,8.073123196,6.943204114,7.808206568
60903,8.073410144,6.94342526,7.808482662
60904,8.073697091,6.943724962,7.808794368
60905,8.073984039,6.943946107,7.809070394
60906,8.074270986,6.944314386,7.809434209
60907,8.074557933,6.944535532,7.809710235
60908,8.074844881,6.94460885,7.809800287
60909,8.075131828,6.944829995,7.810076312
60910,8.075418775,6.945198274,7.810440059
60911,8.075705723,6.945419419,7.810716154
60912,8.07599267,6.945790566,7.81105495
60913,8.076279618,6.946011712,7.811330976
60914,8.076566565,6.946379991,7.811694792
60915,8.076853512,6.946601136,7.811970817
60916,8.07714046,6.946674454,7.812060869
60917,8.077427407,6.946895599,7.812336895
60918,8.077714354,6.947263878,7.812700642
60919,8.078001302,6.947485024,7.812976736
60920,8.078288249,6.947784726,7.813288442
60921,8.078575197,6.948005872,7.813564467
60922,8.078862144,6.94837415,7.813928283
60923,8.079149091,6.948595296,7.814204309
60924,8.079436039,6.948668614,7.814294361
60925,8.079722986,6.948889759,7.814570386
60926,8.080009934,6.949258038,7.814934133
60927,8.080296881,6.949479183,7.815210228
60928,8.080583828,6.952095631,7.814435148
60929,8.080870776,6.952316776,7.814711174
60930,8.081157723,6.952685055,7.815074989
60931,8.08144467,6.952906201,7.815351015
60932,8.081731618,6.952979518,7.815441067
60933,8.082018565,6.953200664,7.815717093
60934,8.082305513,6.953568943,7.816080839
60935,8.08259246,6.953790088,7.816356934
60936,8.082879407,6.95408979,7.816668639
60937,8.083166355,6.954310936,7.816944665
60938,8.083453302,6.954679215,7.817308481
60939,8.083740249,6.95490036,7.817584506
60940,8.084027197,6.954973678,7.817674558
60941,8.084314144,6.955194823,7.817950584
60942,8.084601092,6.955563102,7.818314331
60943,8.084888039,6.955784248,7.818590425
60944,8.085174986,6.956155395,7.818929222
60945,8.085461934,6.95637654,7.819205248
60946,8.085748881,6.956744819,7.819569063
60947,8.086035828,6.956965965,7.819845089
60948,8.086322776,6.957039283,7.819935141
60949,8.086609723,6.957260428,7.820211167
60950,8.086896671,6.957628707,7.820574913
60951,8.087183618,6.957849852,7.820851008
60952,8.087470565,6.958149555,7.821162713
60953,8.087757513,6.9583707,7.821438739
60954,8.08804446,6.958738979,7.821802555
60955,8.088331408,6.958960124,7.82207858
60956,8.088618355,6.959033442,7.822168632
60957,8.088905302,6.959254588,7.822444658
60958,8.08919225,6.959622866,7.822808404
60959,8.089479197,6.959844012,7.823084499
60960,8.089766144,6.960145134,7.823355045
60961,8.090053092,6.960366279,7.82363107
60962,8.090340039,6.960734558,7.823994886
60963,8.090626987,6.960955703,7.824270912
60964,8.090913934,6.961029021,7.824360964
60965,8.091200881,6.961250167,7.824636989
60966,8.091487829,6.961618446,7.825000736
60967,8.091774776,6.961839591,7.825276831
60968,8.092061723,6.962139293,7.825588536
60969,8.092348671,6.962360439,7.825864562
60970,8.092635618,6.962728718,7.826228377
60971,8.092922566,6.962949863,7.826504403
60972,8.093209513,6.963023181,7.826594455
60973,8.09349646,6.963244326,7.826870481
60974,8.093783408,6.963612605,7.827234227
60975,8.094070355,6.963833751,7.827510322
60976,8.094357302,6.964204898,7.827849119
60977,8.09464425,6.964426043,7.828125144
60978,8.094931197,6.964794322,7.82848896
60979,8.095218145,6.965015468,7.828764986
60980,8.095505092,6.965088785,7.828855038
60981,8.095792039,6.965309931,7.829131063
60982,8.096078987,6.96567821,7.82949481
60983,8.096365934,6.965899355,7.829770905
60984,8.096652882,6.966199058,7.83008261
60985,8.096939829,6.966420203,7.830358636
60986,8.097226776,6.966788482,7.830722451
60987,8.097513724,6.967009627,7.830998477
60988,8.097800671,6.967082945,7.831088529
60989,8.098087618,6.967304091,7.831364555
60990,8.098374566,6.967672369,7.831728301
60991,8.098661513,6.967893515,7.832004396
60992,8.098948461,6.968194998,7.832694918
60993,8.099235408,6.968416143,7.832970944
60994,8.099522355,6.968784422,7.833334759
60995,8.099809303,6.969005567,7.833610785
60996,8.10009625,6.969078885,7.833700837
60997,8.100383197,6.969300031,7.833976863
60998,8.100670145,6.969668309,7.834340609
60999,8.100957092,6.969889455,7.834616704
61000,8.10124404,6.970189157,7.834928409
61001,8.101530987,6.970410303,7.835204435
61002,8.101817934,6.970778582,7.835568251
61003,8.102104882,6.970999727,7.835844276
61004,8.102391829,6.971073045,7.835934328
61005,8.102678776,6.97129419,7.836210354
61006,8.102965724,6.971662469,7.8365741
61007,8.103252671,6.971883615,7.836850195
61008,8.103539619,6.972254762,7.837188992
61009,8.103826566,6.972475907,7.837465018
61010,8.104113513,6.972844186,7.837828833
61011,8.104400461,6.973065332,7.838104859
61012,8.104687408,6.973138649,7.838194911
61013,8.104974355,6.973359795,7.838470937
61014,8.105261303,6.973728074,7.838834683
61015,8.10554825,6.973949219,7.839110778
61016,8.105835198,6.974248921,7.839422483
61017,8.106122145,6.974470067,7.839698509
61018,8.106409092,6.974838346,7.840062325
61019,8.10669604,6.975059491,7.84033835
61020,8.106982987,6.975132809,7.840428402
61021,8.107269935,6.975353954,7.840704428
61022,8.107556882,6.975722233,7.841068174
61023,8.107843829,6.975943379,7.841344269
61024,8.108130777,6.976244501,7.841614815
61025,8.108417724,6.976465646,7.84189084
61026,8.108704671,6.976833925,7.842254656
61027,8.108991619,6.97705507,7.842530682
61028,8.109278566,6.977128388,7.842620734
61029,8.109565514,6.977349534,7.842896759
61030,8.109852461,6.977717812,7.843260506
61031,8.110139408,6.977938958,7.8435366
61032,8.110426356,6.97823866,7.843848306
61033,8.110713303,6.978459806,7.844124332
61034,8.11100025,6.978828085,7.844488147
61035,8.111287198,6.97904923,7.844764173
61036,8.111574145,6.979122548,7.844854225
61037,8.111861093,6.979343693,7.845130251
61038,8.11214804,6.979711972,7.845493997
61039,8.112434987,6.979933118,7.845770092
61040,8.112721935,6.980304265,7.846108889
61041,8.113008882,6.98052541,7.846384914
61042,8.113295829,6.980893689,7.84674873
61043,8.113582777,6.981114834,7.847024756
61044,8.113869724,6.981188152,7.847114808
61045,8.114156672,6.981409298,7.847390833
61046,8.114443619,6.981777577,7.84775458
61047,8.114730566,6.981998722,7.848030674
61048,8.115017514,6.982298424,7.84834238
61049,8.115304461,6.98251957,7.848618406
61050,8.115591409,6.982887849,7.848982221
61051,8.115878356,6.983108994,7.849258247
61052,8.116165303,6.983182312,7.849348299
61053,8.116452251,6.983403457,7.849624325
61054,8.116739198,6.983771736,7.849988071
61055,8.117026145,6.983992882,7.850264166
61056,8.117313093,6.983263181,7.849356742
61057,8.11760004,6.983484327,7.849632768
61058,8.117886988,6.983852606,7.849996584
61059,8.118173935,6.984073751,7.850272609
61060,8.118460882,6.984147069,7.850362661
61061,8.11874783,6.984368215,7.850638687
61062,8.119034777,6.984736493,7.851002433
61063,8.119321724,6.984957639,7.851278528
61064,8.119608672,6.985257341,7.851590234
61065,8.119895619,6.985478487,7.85186626
61066,8.120182567,6.985846765,7.852230075
61067,8.120469514,6.986067911,7.852506101
61068,8.120756461,6.986141229,7.852596153
61069,8.121043409,6.986362374,7.852872178
61070,8.121330356,6.986730653,7.853235925
61071,8.121617303,6.986951798,7.85351202
61072,8.121904251,6.987322946,7.853850816
61073,8.122191198,6.987544091,7.854126842
61074,8.122478146,6.98791237,7.854490658
61075,8.122765093,6.988133515,7.854766683
61076,8.12305204,6.988206833,7.854856735
61077,8.123338988,6.988427979,7.855132761
61078,8.123625935,6.988796258,7.855496507
61079,8.123912882,6.989017403,7.855772602
61080,8.12419983,6.989317105,7.856084308
61081,8.124486777,6.989538251,7.856360334
61082,8.124773725,6.98990653,7.856724149
61083,8.125060672,6.990127675,7.857000175
61084,8.125347619,6.990200993,7.857090227
61085,8.125634567,6.990422138,7.857366252
61086,8.125921514,6.990790417,7.857729999
61087,8.126208462,6.991011563,7.858006094
61088,8.126495409,6.991312684,7.858276639
61089,8.126782356,6.99153383,7.858552665
61090,8.127069304,6.991902109,7.85891648
61091,8.127356251,6.992123254,7.859192506
61092,8.127643198,6.992196572,7.859282558
61093,8.127930146,6.992417717,7.859558584
61094,8.128217093,6.992785996,7.85992233
61095,8.128504041,6.993007142,7.860198425
61096,8.128790988,6.993306844,7.860510131
61097,8.129077935,6.99352799,7.860786156
61098,8.129364883,6.993896268,7.861149972
61099,8.12965183,6.994117414,7.861425997
61100,8.129938777,6.994190732,7.86151605
61101,8.130225725,6.994411877,7.861792075
61102,8.130512672,6.994780156,7.862155821
61103,8.13079962,6.995001301,7.862431916
61104,8.131086567,6.995372449,7.862770713
61105,8.131373514,6.995593594,7.863046739
61106,8.131660462,6.995961873,7.863410554
61107,8.131947409,6.996183018,7.86368658
61108,8.132234356,6.996256336,7.863776632
61109,8.132521304,6.996477482,7.864052658
61110,8.132808251,6.99684576,7.864416404
61111,8.133095199,6.997066906,7.864692499
61112,8.133382146,6.997366608,7.865004205
61113,8.133669093,6.997587754,7.86528023
61114,8.133956041,6.997956033,7.865644046
61115,8.134242988,6.998177178,7.865920071
61116,8.134529935,6.998250496,7.866010124
61117,8.134816883,6.998471641,7.866286149
61118,8.13510383,6.99883992,7.866649895
61119,8.135390778,6.999061066,7.86692599
61120,8.135677725,6.999362548,7.867616512
61121,8.135964672,6.999583694,7.867892538
61122,8.13625162,6.999951973,7.868256354
61123,8.136538567,7.000173118,7.868532379
61124,8.136825514,7.000246436,7.868622431
61125,8.137112462,7.000467581,7.868898457
61126,8.137399409,7.00083586,7.869262203
61127,8.137686357,7.001057006,7.869538298
61128,8.137973304,7.001356708,7.869850004
61129,8.138260251,7.001577853,7.870126029
61130,8.138547199,7.001946132,7.870489845
61131,8.138834146,7.002167278,7.870765871
61132,8.139121094,7.002240596,7.870855923
61133,8.139408041,7.002461741,7.871131948
61134,8.139694988,7.00283002,7.871495695
61135,8.139981936,7.003051165,7.87177179
61136,8.140268883,7.003422312,7.872110586
61137,8.14055583,7.003643458,7.872386612
61138,8.140842778,7.004011737,7.872750428
61139,8.141129725,7.004232882,7.873026453
61140,8.141416673,7.0043062,7.873116505
61141,8.14170362,7.004527346,7.873392531
61142,8.141990567,7.004895624,7.873756277
61143,8.142277515,7.00511677,7.874032372
61144,8.142564462,7.005416472,7.874344078
61145,8.142851409,7.005637618,7.874620103
61146,8.143138357,7.006005896,7.874983919
61147,8.143425304,7.006227042,7.875259945
61148,8.143712252,7.00630036,7.875349997
61149,8.143999199,7.006521505,7.875626022
61150,8.144286146,7.006889784,7.875989769
61151,8.144573094,7.007110929,7.876265864
61152,8.144860041,7.007412051,7.876536409
61153,8.145146988,7.007633197,7.876812435
61154,8.145433936,7.008001475,7.87717625
61155,8.145720883,7.008222621,7.877452276
61156,8.146007831,7.008295939,7.877542328
61157,8.146294778,7.008517084,7.877818354
61158,8.146581725,7.008885363,7.8781821
61159,8.146868673,7.009106509,7.878458195
61160,8.14715562,7.009406211,7.8787699
61161,8.147442567,7.009627356,7.879045926
61162,8.147729515,7.009995635,7.879409742
61163,8.148016462,7.010216781,7.879685767
61164,8.14830341,7.010290098,7.879775819
61165,8.148590357,7.010511244,7.880051845
61166,8.148877304,7.010879523,7.880415591
